1.000000000000000000e+00,3.018594104308390342e+02,0.000000000000000000e+00
2.000000000000000000e+00,3.424943310657596385e+02,0.000000000000000000e+00
3.000000000000000000e+00,3.831292517006802996e+02,0.000000000000000000e+00
4.000000000000000000e+00,4.237641723356009038e+02,1.000000000000000000e+00
5.000000000000000000e+00,4.643990929705215649e+02,2.159740825478490278e-01
6.000000000000000000e+00,5.050340136054422260e+02,1.506747202324375950e-02
7.000000000000000000e+00,5.456689342403628871e+02,1.370755555858394793e-02
8.000000000000000000e+00,5.863038548752834913e+02,2.281985583694605413e-02
9.000000000000000000e+00,6.269387755102040956e+02,4.308814955895243215e-02
1.000000000000000000e+01,6.675736961451245861e+02,1.070650609394757646e-02
1.100000000000000000e+01,7.082086167800451904e+02,1.674660497225894523e-02
1.200000000000000000e+01,7.488435374149657946e+02,3.220263151947553859e-01
1.300000000000000000e+01,7.894784580498863988e+02,3.763924005471347423e-01
1.400000000000000000e+01,8.301133786848070031e+02,1.759461610754234351e-02
1.500000000000000000e+01,8.707482993197274936e+02,1.151618025768846691e-02
1.600000000000000000e+01,9.113832199546480979e+02,1.656923644045293909e-01
1.700000000000000000e+01,9.520181405895687021e+02,2.697744674580797031e-01
1.800000000000000000e+01,9.926530612244893064e+02,2.471099872470250772e-02
1.900000000000000000e+01,1.033287981859409911e+03,1.878147375693858812e-02
2.000000000000000000e+01,1.073922902494330401e+03,3.410786297626840491e-01
2.100000000000000000e+01,1.114557823129250892e+03,1.886870444086165832e-01
2.200000000000000000e+01,1.155192743764171610e+03,0.000000000000000000e+00
2.300000000000000000e+01,1.195827664399092100e+03,8.214161491463129947e-03
2.400000000000000000e+01,1.236462585034012818e+03,3.522674015103124390e-01
2.500000000000000000e+01,1.277097505668933309e+03,2.879547944297894957e-01
2.600000000000000000e+01,1.317732426303853799e+03,9.839812592337382133e-03
2.700000000000000000e+01,1.358367346938774517e+03,2.960733374443939164e-02
2.800000000000000000e+01,1.399002267573695008e+03,4.244570618265174899e-01
2.900000000000000000e+01,1.439637188208615726e+03,1.046752754801723168e-01
3.000000000000000000e+01,1.480272108843536216e+03,8.358102733416040639e-03
3.100000000000000000e+01,1.520907029478456707e+03,8.366007511624137111e-03
3.200000000000000000e+01,1.561541950113377425e+03,1.878152502583654571e-01
3.300000000000000000e+01,1.602176870748297915e+03,1.409500281941123423e-01
3.400000000000000000e+01,1.642811791383218633e+03,3.481397453810700093e-02
3.500000000000000000e+01,1.671836734693877588e+03,2.866303031435699089e-02
3.600000000000000000e+01,1.750204081632653242e+03,7.159012129380971923e-02
3.700000000000000000e+01,1.828571428571428669e+03,1.400198180754443945e-02
3.800000000000000000e+01,1.906938775510204323e+03,2.270748040262778392e-02
3.900000000000000000e+01,1.985306122448979750e+03,2.651546944131423847e-02
4.000000000000000000e+01,2.063673469387755631e+03,2.138713147416262950e-01
4.100000000000000000e+01,2.142040816326531058e+03,3.808457630040520958e-02
4.200000000000000000e+01,2.220408163265306484e+03,6.578498409542911374e-02
4.300000000000000000e+01,2.298775510204081911e+03,5.985268612938583060e-02
4.400000000000000000e+01,2.377142857142857792e+03,7.395985159942190801e-02
4.500000000000000000e+01,2.455510204081633219e+03,9.022887633932726026e-03
4.600000000000000000e+01,2.533877551020408646e+03,4.605675549821822146e-02
4.700000000000000000e+01,2.612244897959184527e+03,1.621848026509648336e-02
4.800000000000000000e+01,2.690612244897959954e+03,2.476241415640571264e-01
4.900000000000000000e+01,2.768979591836735381e+03,7.506168543861696692e-03
5.000000000000000000e+01,2.847346938775511262e+03,1.062311702011336928e-01
5.100000000000000000e+01,2.925714285714286689e+03,4.370336091565769909e-02
5.200000000000000000e+01,3.004081632653062115e+03,1.485644645483577275e-01
5.300000000000000000e+01,3.082448979591837542e+03,1.427830102310418715e-02
5.400000000000000000e+01,3.160816326530613424e+03,4.025074333701011975e-02
5.500000000000000000e+01,3.239183673469388850e+03,2.156941755355765850e-02
5.600000000000000000e+01,3.317551020408164277e+03,3.046404284432838172e-01
5.700000000000000000e+01,3.395918367346940158e+03,1.635496772164580712e-02
5.800000000000000000e+01,3.474285714285715585e+03,1.427561076374395943e-01
5.900000000000000000e+01,3.552653061224491012e+03,1.313256236026133159e-02
6.000000000000000000e+01,3.631020408163266438e+03,1.664269449339098317e-01
6.100000000000000000e+01,3.709387755102042320e+03,8.782080018428910576e-03
6.200000000000000000e+01,3.787755102040817746e+03,9.320488774226892703e-02
6.300000000000000000e+01,3.866122448979593173e+03,1.005706139802502522e-02
6.400000000000000000e+01,3.944489795918369055e+03,3.794320300356589515e-01
6.500000000000000000e+01,4.022857142857144026e+03,2.226629860163065536e-02
6.600000000000000000e+01,4.101224489795919908e+03,1.121812731433486920e-01
6.700000000000000000e+01,4.179591836734694880e+03,6.874586692187344139e-02
6.800000000000000000e+01,4.257959183673470761e+03,1.747603220135330593e-01
6.900000000000000000e+01,4.336326530612246643e+03,8.721619840449732278e-03
7.000000000000000000e+01,4.414693877551021615e+03,8.305426314797190179e-02
7.100000000000000000e+01,4.493061224489797496e+03,1.900000830077095207e-02
7.200000000000000000e+01,4.571428571428573377e+03,4.551670288215247107e-01
7.300000000000000000e+01,4.649795918367348349e+03,1.905569239929959247e-02
7.400000000000000000e+01,4.728163265306124231e+03,1.098138926941698429e-01
7.500000000000000000e+01,4.806530612244899203e+03,1.415385672689177185e-02
7.600000000000000000e+01,4.884897959183675084e+03,2.328868541765670153e-01
7.700000000000000000e+01,4.963265306122450966e+03,7.584290100265888082e-03
7.800000000000000000e+01,5.041632653061225938e+03,1.495078517514318861e-01
7.900000000000000000e+01,5.120000000000001819e+03,1.127718179563180941e-02
8.000000000000000000e+01,5.198367346938777700e+03,3.357630535579370079e-01
8.100000000000000000e+01,5.276734693877552672e+03,7.746993755747074058e-03
8.200000000000000000e+01,5.355102040816328554e+03,1.593605463326170091e-01
8.300000000000000000e+01,5.433469387755104435e+03,1.169211103357217091e-01
8.400000000000000000e+01,5.511836734693879407e+03,4.071906345184170828e-01
8.500000000000000000e+01,5.590204081632655289e+03,8.111938171216056051e-03
8.600000000000000000e+01,5.668571428571431170e+03,1.103359029855019297e-01
8.700000000000000000e+01,5.746938775510206142e+03,1.169914261633102706e-02
8.800000000000000000e+01,5.825306122448982023e+03,4.572608431144219443e-01
8.900000000000000000e+01,5.903673469387757905e+03,1.093469217515478584e-02
9.000000000000000000e+01,5.982040816326532877e+03,2.040070749707672548e-01
9.100000000000000000e+01,6.060408163265308758e+03,1.237574663540195151e-02
9.200000000000000000e+01,6.138775510204084640e+03,4.023735527406738233e-01
9.300000000000000000e+01,6.217142857142859611e+03,1.695968445081066792e-03
9.400000000000000000e+01,6.295510204081635493e+03,3.831888300479053822e-01
9.500000000000000000e+01,6.373877551020410465e+03,1.329538868468327188e-02
9.600000000000000000e+01,6.452244897959186346e+03,3.445533295849851352e-01
9.700000000000000000e+01,6.530612244897962228e+03,3.008659314184714603e-03
9.800000000000000000e+01,6.608979591836737200e+03,1.496404130510078367e-01
9.900000000000000000e+01,6.687346938775513081e+03,1.058487230998199496e-01
1.000000000000000000e+02,6.765714285714288962e+03,3.849991572473922541e-01
1.010000000000000000e+02,6.844081632653063934e+03,3.744178417669638374e-03
1.020000000000000000e+02,6.922448979591839816e+03,2.103854782370677967e-01
1.030000000000000000e+02,7.000816326530615697e+03,1.066964204410750759e-02
1.040000000000000000e+02,7.079183673469390669e+03,2.740591208864432970e-01
1.050000000000000000e+02,7.157551020408166551e+03,9.750981479745877284e-03
1.060000000000000000e+02,7.235918367346942432e+03,7.967035212329671989e-02
1.070000000000000000e+02,7.314285714285717404e+03,1.053124064320825996e-02
1.080000000000000000e+02,7.392653061224493285e+03,5.297674608344083991e-01
1.090000000000000000e+02,7.471020408163269167e+03,6.008370271401412485e-03
1.100000000000000000e+02,7.549387755102044139e+03,1.393733761972274499e-01
1.110000000000000000e+02,7.627755102040820020e+03,1.397619078627710017e-02
1.120000000000000000e+02,7.706122448979594992e+03,1.655488618194405626e-01
1.130000000000000000e+02,7.784489795918370874e+03,3.534446984976314168e-03
1.140000000000000000e+02,7.862857142857146755e+03,2.261096549465903965e-02
1.150000000000000000e+02,7.941224489795921727e+03,6.037407426173798525e-02
1.160000000000000000e+02,8.019591836734697608e+03,2.682978413190540978e-01
1.170000000000000000e+02,8.097959183673472580e+03,7.174636316906114059e-03
1.180000000000000000e+02,8.176326530612246643e+03,7.570997281224529918e-02
1.190000000000000000e+02,8.254693877551022524e+03,1.857692100826274090e-02
1.200000000000000000e+02,8.333061224489796587e+03,1.258093559611055678e-01
1.210000000000000000e+02,8.411428571428570649e+03,4.277455644817610217e-03
